added	servername	active	accepted	handled	total	reading	writing	waiting
1546373641	proxy	135	73443571	73436069	80592332	0	6	129
1546373701	site	2	80135177	80133492	80124101	0	2	0
1546373701	proxy	237	73446037	73438535	80595033	0	3	234
1546373762	site	2	80138661	80136976	80127585	0	2	0
1546373762	proxy	109	73449319	73441817	80598530	0	3	106
1546373822	site	4	80141201	80139516	80130125	0	4	0
1546373822	proxy	97	73451664	73444162	80601082	0	4	93
1546373882	site	5	80143536	80141851	80132460	0	5	0
1546373882	proxy	108	73453826	73446324	80603426	0	5	103
1546373941	site	5	80145627	80143942	80134550	0	5	0
1546373941	proxy	111	73455734	73448232	80605529	0	6	105
1546374002	site	7	80149453	80147768	80138374	0	7	0
1546374002	proxy	121	73459394	73451892	80609366	0	5	116
1546374062	site	4	80153732	80152047	80142653	0	4	0
1546374062	proxy	89	73463523	73456021	80613660	0	3	86
1546374121	site	4	80156910	80155225	80145831	0	4	0
1546374121	proxy	74	73466571	73459069	80616846	0	5	69
1546374181	site	5	80159699	80158014	80148620	0	5	0
1546374181	proxy	104	73469182	73461680	80619651	0	5	99
1546374242	site	1	80161622	80159937	80150543	0	1	0
1546374242	proxy	85	73470934	73463432	80621586	0	1	84
1546374302	site	2	80163412	80161727	80152333	0	2	0
1546374302	proxy	94	73472538	73465036	80623392	0	2	92
1546374361	site	5	80165931	80164246	80154852	0	5	0
1546374361	proxy	91	73474916	73467414	80625924	0	5	86
1546374422	site	5	80167512	80165827	80156433	0	5	0
1546374422	proxy	97	73476380	73468878	80627521	0	5	92
1546374482	site	6	80168914	80167229	80157835	0	6	0
1546374482	proxy	93	73477627	73470125	80628929	0	6	87
1546374541	site	8	80170288	80168603	80159209	0	8	0
1546374541	proxy	123	73478830	73471328	80630313	0	8	115
1546374601	site	4	80173161	80171476	80162082	0	4	0
1546374601	proxy	144	73481512	73474010	80633196	0	4	138
1546374662	site	4	80176784	80175099	80165705	0	4	0
1546374662	proxy	113	73484908	73477406	80636832	0	5	108
1546374721	site	4	80179045	80177360	80167966	0	4	0
1546374721	proxy	98	73486949	73479447	80639103	0	3	95
1546374781	site	3	80181007	80179322	80169928	0	3	0
1546374781	proxy	91	73488720	73481218	80641079	0	4	87
1546374842	site	5	80182472	80180787	80171393	0	5	0
1546374842	proxy	94	73489994	73482492	80642555	0	5	89
1546374903	site	4	80183900	80182215	80172820	0	4	0
1546374903	proxy	87	73491246	73483744	80643995	0	4	83
1546374962	site	5	80186276	80184591	80175196	0	5	0
1546374962	proxy	79	73493435	73485933	80646383	0	5	74
1546375022	site	3	80187813	80186128	80176733	0	3	0
1546375022	proxy	103	73494805	73487303	80647938	0	3	100
1546375081	site	3	80189271	80187586	80178191	0	3	0
1546375081	proxy	84	73496024	73488522	80649407	0	3	81
1546375142	site	1	80190847	80189162	80179767	0	1	0
1546375142	proxy	110	73497361	73489859	80650997	0	1	109
1546375202	site	18	80193977	80192292	80182896	0	17	1
1546375202	proxy	124	73500285	73492783	80654168	0	37	87
1546375261	site	2	80197685	80196000	80186602	0	2	0
1546375262	proxy	95	73503753	73496251	80657857	0	2	93
1546375321	site	3	80200326	80198641	80189243	0	3	0
1546375321	proxy	90	73506227	73498725	80660512	0	2	88
1546375382	site	3	80202710	80201025	80191627	0	3	0
1546375382	proxy	92	73508432	73500930	80662909	0	3	89
1546375441	site	7	80204560	80202875	80193477	0	7	0
1546375441	proxy	93	73510107	73502605	80664770	0	9	84
1546375501	site	4	80206532	80204847	80195448	0	4	0
1546375501	proxy	86	73511897	73504395	80666750	0	4	82
1546375562	site	6	80209686	80208001	80198602	0	6	0
1546375562	proxy	96	73514880	73507378	80669911	0	5	91
1546375621	site	3	80211749	80210064	80200665	0	3	0
1546375621	proxy	89	73516714	73509212	80671985	0	3	86
1546375682	site	3	80213740	80212055	80202656	0	3	0
1546375682	proxy	82	73518424	73510922	80673987	0	3	79
1546375742	site	2	80215670	80213985	80204585	0	2	0
1546375742	proxy	113	73520087	73512585	80675925	0	2	111
1546375801	site	4	80219185	80217500	80208100	0	4	0
1546375801	proxy	149	73523384	73515882	80679455	0	6	143
1546375862	site	2	80223367	80221682	80212279	0	2	0
1546375862	proxy	120	73527375	73519873	80683648	0	3	117
1546375922	site	3	80226500	80224815	80215412	0	3	0
1546375922	proxy	94	73530334	73522832	80686793	0	4	90
1546375982	site	2	80229427	80227742	80218339	0	2	0
1546375982	proxy	116	73533062	73525560	80689728	0	2	113
1546376041	site	4	80231856	80230171	80220767	0	4	0
1546376041	proxy	100	73535289	73527787	80692167	0	4	96
1546376102	site	3	80234435	80232750	80223346	0	3	0
1546376102	proxy	122	73537672	73530170	80694756	0	3	119
1546376162	site	7	80237853	80236168	80226764	0	7	0
1546376162	proxy	101	73540894	73533392	80698189	0	8	93
1546376222	site	10	80240375	80238690	80229286	0	10	0
1546376222	proxy	105	73543248	73535746	80700723	0	11	94
1546376281	site	6	80242804	80241119	80231715	0	6	0
1546376281	proxy	120	73545514	73538012	80703160	0	5	115
1546376342	site	12	80245082	80243397	80233993	0	12	0
1546376342	proxy	106	73547583	73540081	80705450	0	13	93
1546376402	site	6	80248904	80247219	80237815	0	6	0
1546376402	proxy	106	73551219	73543717	80709281	0	4	102
1546376462	site	3	80253026	80251341	80241937	0	3	0
1546376462	proxy	102	73555187	73547685	80713418	0	3	99
1546376521	site	3	80256227	80254542	80245138	0	3	0
1546376521	proxy	76	73558251	73550749	80716630	0	3	73
1546376583	site	6	80259131	80257446	80248042	0	6	0
1546376583	proxy	81	73560987	73553485	80719546	0	6	75
1546376641	site	5	80261221	80259536	80250132	0	5	0
1546376641	proxy	80	73562922	73555420	80721652	0	6	74
1546376702	site	8	80263221	80261536	80252132	0	8	0
1546376702	proxy	106	73564724	73557222	80723663	0	9	97
1546376762	site	23	80265876	80264191	80254787	0	23	0
1546376762	proxy	118	73567233	73559731	80726337	0	23	94
1546376821	site	5	80267542	80265857	80256453	0	5	0
1546376821	proxy	92	73568738	73561236	80728014	0	5	87
1546376882	site	3	80269031	80267346	80257942	0	3	0
1546376882	proxy	81	73570097	73562595	80729513	0	3	78
1546376942	site	22	80270415	80268730	80259326	0	22	0
1546376942	proxy	156	73571316	73563814	80730910	0	23	133
1546377001	site	7	80273289	80271604	80262200	0	7	0
1546377001	proxy	99	73574033	73566531	80733792	0	7	92
1546377061	site	4	80276790	80275105	80265701	0	4	0
1546377061	proxy	102	73577320	73569818	80737308	0	5	97
1546377122	site	9	80279147	80277462	80268058	0	9	0
1546377122	proxy	100	73579447	73571945	80739677	0	11	89
1546377181	site	2	80281138	80279453	80270049	0	2	0
1546377181	proxy	116	73581212	73573710	80741676	0	3	113
1546377242	site	4	80282570	80280885	80271481	0	4	0
1546377242	proxy	91	73582437	73574935	80743123	0	5	86
1546377301	site	3	80283969	80282284	80272880	0	3	0
1546377302	proxy	119	73583665	73576163	80744543	0	3	116
1546377361	site	1	80286356	80284671	80275267	0	1	0
1546377362	proxy	101	73585874	73578372	80746943	0	1	100
1546377421	site	7	80287888	80286203	80276799	0	7	0
1546377421	proxy	119	73587217	73579715	80748484	0	7	112
1546377482	site	6	80289377	80287692	80278288	0	6	0
1546377482	proxy	101	73588487	73580985	80749984	0	6	95
1546377542	site	1	80290826	80289141	80279737	0	1	0
1546377542	proxy	116	73589685	73582183	80751442	0	2	114
1546377602	site	1	80293985	80292300	80282896	0	1	0
1546377602	proxy	166	73592656	73585154	80754673	0	60	106
1546377661	site	1	80298439	80296754	80287349	0	1	0
1546377661	proxy	120	73596817	73589315	80759096	0	1	119
1546377722	site	5	80300956	80299271	80289866	0	5	0
1546377722	proxy	93	73599139	73591637	80761626	0	5	88
1546377782	site	2	80303193	80301508	80292103	0	2	0
1546377782	proxy	88	73601171	73593669	80763882	0	1	87
1546377842	site	3	80304857	80303172	80293767	0	3	0
1546377842	proxy	94	73602657	73595155	80765560	0	5	89
1546377902	site	3	80306583	80304898	80295493	0	3	0
1546377902	proxy	109	73604229	73596727	80767297	0	3	106
1546377961	site	5	80309283	80307598	80298193	0	5	0
1546377961	proxy	98	73606743	73599241	80770006	0	6	92
1546378022	site	5	80311216	80309531	80300126	0	5	0
1546378022	proxy	92	73608489	73600987	80771949	0	5	87
1546378082	site	4	80312960	80311275	80301870	0	4	0
1546378082	proxy	98	73610012	73602510	80773705	0	4	94
1546378141	site	4	80314682	80312997	80303592	0	4	0
1546378141	proxy	106	73611456	73603954	80775442	0	4	102
1546378202	site	8	80318120	80316435	80307030	0	8	0
1546378202	proxy	124	73614657	73607155	80778892	0	8	116
1546378262	site	5	80322061	80320376	80310971	0	5	0
1546378262	proxy	104	73618382	73610880	80782848	0	6	98
1546378321	site	10	80324808	80323123	80313718	0	10	0
1546378321	proxy	102	73620951	73613449	80785604	0	8	94
1546378382	site	4	80327524	80325839	80316434	0	4	0
1546378382	proxy	90	73623483	73615981	80788328	0	4	86
1546378442	site	2	80329610	80327925	80318520	0	2	0
1546378442	proxy	89	73625402	73617900	80790428	0	4	84
1546378501	site	2	80331745	80330060	80320655	0	2	0
1546378501	proxy	86	73627361	73619859	80792572	0	2	84
1546378563	site	5	80334993	80333308	80323903	0	5	0
1546378563	proxy	84	73630449	73622947	80795831	0	5	79
1546378622	site	6	80337185	80335500	80326095	0	6	0
1546378622	proxy	82	73632510	73625008	80798034	0	5	77
1546378682	site	5	80339422	80337737	80328332	0	5	0
1546378682	proxy	86	73634601	73627099	80800279	0	5	81
1546378741	site	2	80341427	80339742	80330337	0	2	0
1546378741	proxy	87	73636437	73628935	80802297	0	1	86
1546378802	site	4	80345127	80343442	80334036	0	4	0
1546378802	proxy	89	73640000	73632498	80806007	0	6	83
1546378862	site	3	80349462	80347777	80338371	0	3	0
1546378862	proxy	142	73644251	73636749	80810357	0	4	138
1546378922	site	5	80352682	80350997	80341591	0	5	0
1546378922	proxy	110	73647263	73639761	80813591	0	5	105
1546378982	site	2	80355328	80353643	80344237	0	2	0
1546378982	proxy	86	73649768	73642266	80816247	0	2	84
1546379041	site	1	80357430	80355745	80346339	0	1	0
1546379041	proxy	85	73651701	73644199	80818361	1	2	82
1546379102	site	6	80359457	80357772	80348366	0	6	0
1546379102	proxy	96	73653552	73646050	80820401	0	5	91
1546379162	site	8	80362458	80360773	80351367	0	8	0
1546379162	proxy	102	73656355	73648853	80823413	0	9	93
1546379222	site	6	80364087	80362402	80352996	0	6	0
1546379222	proxy	92	73657838	73650336	80825060	0	11	81
1546379281	site	4	80365560	80363875	80354469	0	4	0
1546379281	proxy	75	73659154	73651652	80826539	0	3	72
1546379342	site	6	80366898	80365213	80355807	0	6	0
1546379342	proxy	147	73660341	73652839	80827885	0	6	141
1546379402	site	3	80369814	80368129	80358723	0	3	0
1546379402	proxy	96	73663081	73655579	80830814	0	2	94
1546379462	site	4	80373120	80371435	80362028	0	4	0
1546379462	proxy	98	73666224	73658722	80834131	0	3	95
1546379521	site	2	80375404	80373719	80364312	0	2	0
1546379521	proxy	90	73668305	73660803	80836429	0	3	87
1546379582	site	5	80377416	80375731	80366322	0	5	0
1546379582	proxy	85	73670077	73662575	80838451	0	5	80
1546379642	site	1	80383637	80381952	80372543	0	1	0
1546379642	proxy	113	73676106	73668604	80844683	0	3	110
1546379702	site	5	80385074	80383389	80373980	0	5	0
1546379702	proxy	99	73677352	73669850	80846128	0	5	94
1546379761	site	3	80387353	80385668	80376259	0	3	0
1546379761	proxy	71	73679436	73671934	80848416	0	3	68
1546379822	site	4	80388807	80387122	80377711	0	4	0
1546379822	proxy	85	73680708	73673206	80849884	0	4	81
1546379881	site	5	80390100	80388415	80379004	0	5	0
1546379881	proxy	98	73681832	73674330	80851188	0	6	92
1546379942	site	4	80391352	80389667	80380256	0	4	0
1546379942	proxy	110	73682850	73675348	80852453	0	8	102
1546380002	site	5	80394484	80392799	80383388	0	5	0
1546380002	proxy	99	73685759	73678257	80855591	0	5	94
1546380062	site	5	80398021	80396336	80386925	0	5	0
1546380062	proxy	98	73689081	73681579	80859139	0	5	93
1546380122	site	8	80400605	80398920	80389509	0	8	0
1546380122	proxy	99	73691443	73683941	80861747	0	8	91
1546380182	site	3	80402765	80401080	80391669	0	3	0
1546380182	proxy	88	73693398	73685896	80863916	0	3	85
1546380241	site	3	80404384	80402699	80393288	0	3	0
1546380241	proxy	77	73694828	73687326	80865549	0	3	74
1546380302	site	3	80406101	80404416	80395005	0	3	0
1546380302	proxy	91	73696363	73688861	80867279	0	4	87
1546380362	site	1	80408707	80407022	80397611	0	1	0
1546380362	proxy	89	73698797	73691295	80869895	0	1	88
1546380422	site	6	80410459	80408774	80399363	0	6	0
1546380422	proxy	79	73700396	73692894	80871656	0	6	73
1546380481	site	3	80412241	80410556	80401145	0	3	0
1546380481	proxy	79	73701980	73694478	80873448	0	4	75
1546380542	site	6	80413873	80412188	80402777	0	6	0
1546380542	proxy	114	73703387	73695885	80875090	0	3	111
1546380602	site	7	80417259	80415574	80406163	0	7	0
1546380602	proxy	98	73706515	73699013	80878480	0	7	91
1546380662	site	6	80421179	80419494	80410083	0	6	0
1546380662	proxy	101	73710194	73702692	80882415	0	6	95
1546380721	site	5	80423954	80422269	80412858	0	5	0
1546380721	proxy	91	73712729	73705227	80885202	0	5	86
1546380782	site	5	80426524	80424839	80415428	0	5	0
1546380782	proxy	102	73715114	73707612	80887783	0	5	97
1546380841	site	4	80428459	80426774	80417363	0	4	0
1546380841	proxy	96	73717063	73709561	80889728	0	4	92
1546380902	site	3	80430447	80428762	80419351	0	3	0
1546380902	proxy	96	73718886	73711384	80891729	0	4	92
1546380962	site	4	80433446	80431761	80422350	0	4	0
1546380962	proxy	103	73721723	73714221	80894742	0	4	99
1546381021	site	2	80435472	80433787	80424376	0	2	0
1546381021	proxy	79	73723601	73716099	80896776	0	3	76
1546381082	site	8	80437562	80435877	80426466	0	8	0
1546381082	proxy	83	73725542	73718040	80898876	0	8	75
1546381142	site	2	80439470	80437785	80428374	0	2	0
1546381142	proxy	106	73727286	73719784	80900793	0	2	104
1546381201	site	3	80443128	80441443	80432032	0	3	0
1546381201	proxy	85	73730790	73723288	80904462	0	3	82
1546381262	site	31	80447376	80445691	80436280	0	31	0
1546381262	proxy	121	73734878	73727376	80908718	0	31	90
1546381322	site	5	80450370	80448685	80439274	0	5	0
1546381322	proxy	80	73737745	73730243	80911721	0	4	76
1546381382	site	6	80453058	80451373	80441962	0	6	0
1546381382	proxy	95	73740292	73732790	80914426	0	6	89
1546381441	site	22	80455123	80453438	80444027	0	22	0
1546381441	proxy	117	73742220	73734718	80916529	0	21	96
1546381502	site	2	80457326	80455641	80446230	0	2	0
1546381502	proxy	96	73744266	73736764	80918743	0	2	94
1546381562	site	3	80460203	80458518	80449107	0	3	0
1546381562	proxy	85	73746954	73739452	80921632	0	4	81
1546381622	site	25	80462035	80460350	80450939	0	25	0
1546381622	proxy	105	73748624	73741122	80923472	0	25	80
1546381682	site	6	80463525	80461840	80452429	0	6	0
1546381682	proxy	93	73749973	73742471	80924972	0	6	87
1546381741	site	4	80464746	80463061	80453650	0	4	0
1546381741	proxy	131	73751067	73743565	80926203	0	4	127
1546381802	site	56	80467795	80466110	80456699	0	56	0
1546381802	proxy	160	73753961	73746459	80929295	0	44	116
1546381861	site	5	80471247	80469562	80460151	0	5	0
1546381861	proxy	105	73757234	73749732	80932723	0	4	101
1546381922	site	2	80473570	80471885	80462474	0	2	0
1546381922	proxy	93	73759377	73751875	80935059	0	2	91
1546381982	site	5	80475605	80473920	80464509	0	5	0
1546381982	proxy	91	73761219	73753717	80937102	0	5	86
1546382041	site	12	80478733	80477048	80467636	0	11	1
1546382041	proxy	105	73764155	73756653	80940245	0	13	92
1546382102	site	1	80482662	80480977	80471566	0	1	0
1546382102	proxy	110	73767885	73760383	80944184	0	1	109
1546382162	site	3	80485537	80483852	80474441	0	3	0
1546382162	proxy	94	73770544	73763042	80947069	0	3	91
1546382223	site	5	80486994	80485309	80475898	0	5	0
1546382223	proxy	84	73771818	73764316	80948537	0	5	79
1546382282	site	3	80488281	80486596	80477185	0	3	0
1546382282	proxy	88	73772915	73765413	80949833	0	3	85
1546382342	site	2	80489401	80487716	80478305	0	2	0
1546382342	proxy	107	73773853	73766351	80950962	0	3	104
1546382401	site	5	80492315	80490630	80481219	0	5	0
1546382401	proxy	107	73776544	73769042	80953884	0	5	102
1546382462	site	5	80495918	80494233	80484822	0	5	0
1546382462	proxy	110	73779897	73772395	80957497	0	5	105
1546382522	site	3	80498417	80496732	80487321	0	3	0
1546382522	proxy	83	73782178	73774676	80960002	0	1	82
1546382581	site	4	80500617	80498932	80489521	0	4	0
1546382581	proxy	93	73784148	73776646	80962216	0	4	89
1546382641	site	4	80502222	80500537	80491126	0	4	0
1546382641	proxy	86	73785524	73778022	80963834	1	4	81
1546382701	site	7	80503905	80502220	80492809	0	7	0
1546382701	proxy	99	73787020	73779518	80965527	0	7	92
1546382762	site	3	80506590	80504905	80495494	0	3	0
1546382762	proxy	93	73789526	73782024	80968222	0	3	89
1546382822	site	10	80508289	80506604	80497193	0	10	0
1546382822	proxy	78	73791053	73783551	80969929	0	10	68
1546382881	site	4	80509889	80508204	80498793	0	4	0
1546382881	proxy	80	73792491	73784989	80971542	0	4	76
1546382942	site	5	80511466	80509781	80500370	0	5	0
1546382942	proxy	107	73793875	73786373	80973131	0	5	102
1546383002	site	3	80514832	80513147	80503733	0	3	0
1546383002	proxy	87	73797015	73789513	80976507	0	2	85
1546383062	site	3	80518474	80516789	80507375	0	3	0
1546383062	proxy	110	73800413	73792911	80980157	0	5	105
1546383122	site	1	80521148	80519463	80510049	0	1	0
1546383122	proxy	91	73802856	73795354	80982851	0	1	89
1546383181	site	5	80523610	80521925	80512511	0	5	0
1546383181	proxy	87	73805107	73797605	80985327	0	7	80
1546383243	site	1	80525493	80523808	80514394	0	1	0
1546383243	proxy	93	73806793	73799291	80987223	0	2	91
1546383301	site	4	80527450	80525765	80516351	0	4	0
1546383301	proxy	93	73808590	73801088	80989189	0	4	89
1546383362	site	2	80530178	80528493	80519079	0	2	0
1546383362	proxy	82	73811157	73803655	80991930	0	3	79
1546383422	site	6	80532195	80530510	80521095	0	6	0
1546383422	proxy	87	73813021	73805519	80993962	0	7	80
1546383481	site	6	80534243	80532558	80523143	0	6	0
1546383481	proxy	84	73814912	73807410	80996018	0	6	78
1546383541	site	6	80536100	80534415	80525000	0	6	0
1546383541	proxy	108	73816617	73809115	80997887	0	5	103
1546383602	site	12	80539921	80538236	80528821	0	12	0
1546383602	proxy	123	73820286	73812784	81001718	0	12	111
1546383664	site	3	80543999	80542314	80532899	0	3	0
1546383664	proxy	93	73824215	73816713	81005804	0	3	90
1546383721	site	3	80546900	80545215	80535800	0	3	0
1546383721	proxy	83	73826973	73819471	81008718	0	4	79
1546383782	site	27	80549678	80547993	80538578	0	27	0
1546383782	proxy	105	73829583	73822081	81011507	0	26	79
1546383841	site	7	80551771	80550086	80540671	0	7	0
1546383842	proxy	73	73831522	73824020	81013608	0	7	66
1546383901	site	4	80553946	80552261	80542846	0	4	0
1546383901	proxy	86	73833562	73826060	81015795	0	4	82
1546383962	site	20	80556894	80555209	80545794	0	20	0
1546383962	proxy	121	73836350	73828848	81018756	0	22	99
1546384022	site	5	80558828	80557143	80547728	0	5	0
1546384022	proxy	86	73838101	73830599	81020699	0	5	81
1546384081	site	1	80560530	80558845	80549430	0	1	0
1546384081	proxy	77	73839638	73832136	81022416	0	2	75
1546384142	site	5	80561857	80560172	80550757	0	5	0
1546384142	proxy	102	73840798	73833296	81023752	0	5	97
1546384202	site	16	80564990	80563305	80553890	0	16	0
1546384202	proxy	102	73843766	73836264	81026895	0	17	84
1546384261	site	4	80568244	80566559	80557144	0	4	0
1546384261	proxy	100	73846861	73839359	81030164	0	5	95
1546384322	site	4	80570563	80568878	80559463	0	4	0
1546384322	proxy	98	73849017	73841515	81032495	0	4	94
1546384381	site	3	80572542	80570857	80561442	0	3	0
1546384382	proxy	105	73850836	73843334	81034486	0	5	100
1546384441	site	3	80574276	80572591	80563176	0	3	0
1546384441	proxy	93	73852359	73844857	81036232	0	5	88
1546384502	site	4	80577313	80575628	80566213	0	4	0
1546384502	proxy	112	73855177	73847675	81039278	0	4	108
1546384562	site	2	80581573	80579888	80570473	0	2	0
1546384562	proxy	103	73859215	73851713	81043554	3	2	98
1546384621	site	1	80583963	80582278	80572863	0	1	0
1546384621	proxy	90	73861385	73853883	81045953	0	2	87
1546384681	site	4	80585273	80583588	80574172	0	4	0
1546384681	proxy	85	73862494	73854992	81047274	1	4	80
1546384741	site	5	80586350	80584665	80575249	0	5	0
1546384741	proxy	101	73863374	73855872	81048356	0	4	97
1546384802	site	6	80589343	80587658	80578242	0	6	0
1546384802	proxy	114	73866196	73858694	81051360	0	6	108
1546384862	site	9	80592691	80591006	80581590	0	9	0
1546384862	proxy	105	73869278	73861776	81054718	0	10	95
1546384921	site	4	80595176	80593491	80584075	0	4	0
1546384921	proxy	106	73871532	73864030	81057217	0	4	102
1546384987	site	5	80597501	80595816	80586400	0	5	0
1546384987	proxy	86	73873614	73866112	81059552	0	6	80
1546385042	site	2	80598975	80597290	80587874	0	2	0
1546385042	proxy	79	73874895	73867393	81061036	0	2	77
1546385102	site	8	80600598	80598913	80589497	0	8	0
1546385102	proxy	107	73876306	73868804	81062672	0	8	99
1546385161	site	3	80602989	80601304	80591888	0	3	0
1546385161	proxy	94	73878510	73871008	81065080	0	3	91
1546385222	site	3	80604691	80603006	80593590	0	3	0
1546385222	proxy	84	73880046	73872544	81066794	0	3	81
1546385282	site	5	80606215	80604530	80595114	0	5	0
1546385282	proxy	81	73881396	73873894	81068330	0	5	76
1546385341	site	3	80607636	80605951	80596535	0	3	0
1546385341	proxy	106	73882640	73875138	81069760	0	4	102
1546385402	site	3	80610969	80609284	80599868	0	3	0
1546385402	proxy	96	73885779	73878277	81073106	0	4	92
1546385462	site	3	80614726	80613041	80603625	0	3	0
1546385462	proxy	91	73889333	73881831	81076873	0	3	88
1546385521	site	5	80617367	80615682	80606266	0	5	0
1546385521	proxy	81	73891728	73884226	81079523	0	5	76
1546385582	site	5	80619700	80618015	80608599	0	5	0
1546385582	proxy	97	73893843	73886341	81081861	0	5	92
1546385642	site	4	80621483	80619798	80610382	0	4	0
1546385642	proxy	82	73895406	73887904	81083657	0	6	76
1546385701	site	3	80623480	80621795	80612379	0	3	0
1546385701	proxy	105	73897196	73889694	81085668	0	3	102
1546385762	site	2	80626044	80624359	80614943	0	2	0
1546385762	proxy	77	73899609	73892107	81088244	0	2	75
1546385822	site	6	80627938	80626253	80616837	0	6	0
1546385822	proxy	85	73901357	73893855	81090148	0	5	80
1546385883	site	5	80629871	80628186	80618770	0	5	0
1546385883	proxy	84	73903121	73895619	81092088	0	5	79
1546385942	site	3	80631551	80629866	80620450	0	3	0
1546385942	proxy	99	73904648	73897146	81093779	0	3	96
1546386001	site	33	80634969	80633284	80623868	0	33	0
1546386001	proxy	125	73907887	73900385	81097210	0	33	92
1546386061	site	5	80638937	80637252	80627836	0	5	0
1546386061	proxy	78	73911703	73904201	81101191	0	5	73
1546386122	site	4	80641834	80640149	80630733	0	4	0
1546386122	proxy	82	73914448	73906946	81104093	0	4	78
1546386182	site	6	80644370	80642685	80633269	0	6	0
1546386182	proxy	93	73916828	73909326	81106637	0	7	86
1546386241	site	2	80646320	80644635	80635219	0	2	0
1546386241	proxy	80	73918611	73911109	81108599	0	2	78
1546386302	site	26	80648286	80646601	80637185	0	26	0
1546386302	proxy	121	73920433	73912931	81110577	0	27	94
1546386362	site	2	80651350	80649665	80640249	0	2	0
1546386362	proxy	100	73923342	73915840	81113654	0	2	98
1546386421	site	8	80653353	80651668	80642252	0	8	0
1546386421	proxy	84	73925194	73917692	81115665	0	8	76
1546386482	site	3	80655172	80653487	80644071	0	3	0
1546386482	proxy	75	73926842	73919340	81117494	0	3	72
1546386542	site	2	80656681	80654996	80645578	0	2	0
1546386542	proxy	106	73928159	73920657	81119013	0	2	104
1546386601	site	5	80659941	80658256	80648838	0	5	0
1546386601	proxy	98	73931274	73923772	81122282	0	6	92
1546386661	site	2	80663692	80662007	80652589	0	2	0
1546386662	proxy	100	73934845	73927343	81126047	0	2	98
1546386721	site	3	80666107	80664422	80655004	0	3	0
1546386721	proxy	90	73937098	73929596	81128472	0	3	87
1546386782	site	7	80668107	80666422	80657004	0	7	0
1546386782	proxy	136	73938935	73931433	81130482	0	7	129
1546386841	site	3	80669495	80667810	80658392	0	3	0
1546386841	proxy	102	73940143	73932641	81131879	0	5	97
1546386902	site	11	80671444	80669759	80660341	0	11	0
1546386902	proxy	123	73941895	73934393	81133846	0	10	113
1546386961	site	3	80674997	80673312	80663894	0	3	0
1546386961	proxy	111	73945261	73937759	81137411	1	5	105
1546387021	site	5	80678196	80676511	80667092	0	5	0
1546387021	proxy	152	73948222	73940720	81140623	0	6	146
1546387082	site	3	80680516	80678831	80669412	0	3	0
1546387082	proxy	96	73950337	73942835	81142949	0	4	92
1546387142	site	1	80681766	80680081	80670661	0	1	0
1546387142	proxy	101	73951387	73943885	81144210	0	2	99
1546387201	site	7	80684565	80682880	80673460	0	7	0
1546387201	proxy	139	73954015	73946513	81147043	0	25	113
1546387261	site	4	80687982	80686297	80676877	0	4	0
1546387262	proxy	107	73957210	73949708	81150451	0	6	101
1546387321	site	3	80690391	80688706	80679285	0	3	0
1546387321	proxy	117	73959405	73951903	81152869	0	3	114
1546387382	site	5	80692565	80690880	80681459	0	5	0
1546387382	proxy	114	73961323	73953821	81155051	0	5	109
1546387441	site	3	80694187	80692502	80683081	0	3	0
1546387442	proxy	150	73962722	73955220	81156686	0	3	147
1546387501	site	2	80695739	80694054	80684633	0	2	0
1546387501	proxy	106	73964053	73956551	81158253	0	2	104
1546387562	site	3	80698282	80696597	80687138	0	3	0
1546387562	proxy	98	73966403	73958901	81160804	0	4	94
1546387621	site	4	80699912	80698227	80688768	0	4	0
1546387621	proxy	102	73967846	73960344	81162445	0	4	98
1546387681	site	4	80701477	80699792	80690333	0	4	0
1546387681	proxy	88	73969249	73961747	81164020	0	5	83
1546387743	site	3	80702922	80701237	80691778	0	3	0
1546387743	proxy	116	73970476	73962974	81165480	0	5	111
1546387802	site	2	80706139	80704454	80694995	0	2	0
1546387802	proxy	93	73973541	73966039	81168710	0	3	89
1546387861	site	4	80709705	80708020	80698561	0	4	0
1546387861	proxy	92	73976928	73969426	81172287	0	5	87
1546387922	site	4	80712770	80711085	80701626	0	4	0
1546387922	proxy	87	73979778	73972276	81175361	0	4	83
1546387982	site	2	80715046	80713361	80703902	0	2	0
1546387982	proxy	103	73981825	73974323	81177651	0	2	101
1546388041	site	5	80716788	80715103	80705644	0	5	0
1546388042	proxy	94	73983345	73975843	81179407	1	6	87
1546388102	site	6	80718547	80716862	80707403	0	6	0
1546388102	proxy	118	73984873	73977371	81181178	0	8	110
1546388162	site	2	80721051	80719366	80709907	0	2	0
1546388162	proxy	101	73987168	73979666	81183692	0	2	99
1546388221	site	3	80722562	80720877	80711418	0	3	0
1546388221	proxy	100	73988533	73981031	81185222	0	3	97
1546388281	site	8	80724257	80722572	80713113	0	8	0
1546388281	proxy	90	73990068	73982566	81186934	0	7	83
1546388342	site	3	80725637	80723952	80714493	0	3	0
1546388342	proxy	100	73991284	73983782	81188325	0	3	97
1546388402	site	2	80728799	80727114	80717655	0	2	0
1546388402	proxy	80	73994294	73986792	81191492	0	2	78
1546388462	site	10	80732334	80730649	80721190	0	10	0
1546388462	proxy	106	73997655	73990153	81195035	0	6	100
1546388521	site	1	80734888	80733203	80723744	0	1	0
1546388521	proxy	79	74000054	73992552	81197598	0	1	78
1546388582	site	2	80737147	80735462	80726003	0	2	0
1546388582	proxy	73	74002167	73994665	81199868	0	2	71
